27623,"0100000000","80","LIVE ANIMALS","ANIFEILIAID BYW"
94066,"0102292900","80","Other","Arall"
94067,"0102292910","80","Young male bovine animals, intended for fattening","Anifeiliaid buchol gwrywaidd ifanc, gyda'r bwriad o dewhau"
94068,"0102292920","80","Heifers of the grey, brown or yellow mountain breeds and spotted Pinzgau breed","Heffrod y bridiau mynydd llwyd, brown neu felyn a brîd Pinzgau brych"
94069,"0102292930","80","Heifers of the Schwyz and Fribourg breeds","Heffrod bridiau Schwyz a Fribourg"
94070,"0102292940","80","Heifers of the spotted Simmental breed","Heffrod y brîd Simmental brych"
94071,"0102292950","80","Bulls of the Schwyz, Fribourg and spotted Simmental breeds","Teirw'r Schwyz, Fribourg a bridiau Simmental brych"
94072,"0102292990","80","Other","Arall"
94073,"0102294100","10","Of a weight exceeding 160 kg but not exceeding 300 kg","O bwysau sy'n fwy na 160 kg ond heb fod yn fwy na 300 kg"
94074,"0102294100","80","For slaughter","Am ladd"
94075,"0102294900","80","Other","Arall"
94076,"0102294910","80","Young male bovine animals, intended for fattening","Anifeiliaid buchol gwrywaidd ifanc, gyda'r bwriad o dewhau"
94077,"0102294920","80","Heifers and cows of the grey, brown or yellow mountain breeds and spotted Pinzgau breed","Heffrod a gwartheg y bridiau mynydd llwyd, brown neu felyn a brîd Pinzgau brych"
94078,"0102294930","80","Heifers and cows of the Schwyz and Fribourg breeds","Heffrod a gwartheg bridiau Schwyz a Fribourg"
94079,"0102294940","80","Heifers and cows of the spotted Simmental breed","Heffrod a gwartheg y brîd Simmental brych"
94080,"0102294950","80","Bulls of the Schwyz, Fribourg and spotted Simmental breeds","Teirw'r Schwyz, Fribourg a bridiau Simmental brych"
94081,"0102294990","80","Other","Arall"
94082,"0102295100","10","Of a weight exceeding 300 kg","O bwysau sy'n fwy na 300 kg"
94083,"0102295100","20","Heifers (female bovines that have never calved)","Heffrod (gwartheg benywaidd nad ydyn nhw erioed wedi lloia)"
94084,"0102295100","80","For slaughter","Am ladd"
94085,"0102295110","80","Not yet having any permanent teeth, of a weight of not less than 320 kg but not more than 470 kg","Heb unrhyw ddannedd parhaol eto, sydd â phwysau o ddim llai na 320 kg ond dim mwy na 470 kg"
94086,"0102295190","80","Other","Arall"
94087,"0102295900","80","Other","Arall"
94088,"0102295911","10","Heifers of the grey, brown or yellow mountain breeds and spotted Pinzgau breed","Heffrod y bridiau mynydd llwyd, brown neu felyn a brîd Pinzgau brych"
94089,"0102295911","80","Not yet having any permanent teeth, of a weight of not less than 320 kg but not more than 470 kg","Heb unrhyw ddannedd parhaol eto, sydd â phwysau o ddim llai na 320 kg ond dim mwy na 470 kg"
94090,"0102295919","80","Other","Arall"
94091,"0102295921","10","Of the Schwyz and Fribourg breeds","O'r bridiau Schwyz a Fribourg"
94092,"0102295921","80","Not yet having any permanent teeth, of a weight of not less than 320 kg but not more than 470 kg","Heb unrhyw ddannedd parhaol eto, sydd â phwysau o ddim llai na 320 kg ond dim mwy na 470 kg"
94093,"0102295929","80","Other","Arall"
94094,"0102295931","10","Of the spotted Simmental breed","O'r brîd Simmental smotiog"
94095,"0102295931","80","Not yet having any permanent teeth, of a weight of not less than 320 kg but not more than 470 kg","Heb unrhyw ddannedd parhaol eto, sydd â phwysau o ddim llai na 320 kg ond dim mwy na 470 kg"
94096,"0102295939","80","Other","Arall"
94097,"0102295991","10","Other","Arall"
94098,"0102295991","80","Not yet having any permanent teeth, of a weight of not less than 320 kg but not more than 470 kg","Heb unrhyw ddannedd parhaol eto, sydd â phwysau o ddim llai na 320 kg ond dim mwy na 470 kg"
94099,"0102295999","80","Other","Arall"
94100,"0102296100","10","Cows","Buchod"
94101,"0102296100","80","For slaughter","Am ladd"
94102,"0102296900","80","Other","Arall"
94103,"0102296910","80","Heifers of the grey, brown or yellow mountain breeds and spotted Pinzgau breed","Heffrod y bridiau mynydd llwyd, brown neu felyn a brîd Pinzgau brych"
94104,"0102296920","80","Of the Schwyz and Fribourg breeds","O'r bridiau Schwyz a Fribourg"
94105,"0102296930","80","Of the spotted Simmental breed","O'r brîd Simmental smotiog"
94106,"0102296990","80","Other","Arall"
94118,"0102299100","10","Other","Arall"
94119,"0102299100","80","For slaughter","Am ladd"
94120,"0102299110","80","Not yet having any permanent teeth, of a weight of not less than 350 kg but not more than 500 kg","Heb unrhyw ddannedd parhaol eto, sydd â phwysau o ddim llai na 350 kg ond dim mwy na 500 kg"
94121,"0102299190","80","Other","Arall"
94122,"0102299900","80","Other","Arall"
94123,"0102299921","10","Bulls of the Schwyz, Fribourg and spotted Simmental breeds","Teirw'r Schwyz, Fribourg a bridiau Simmental brych"
94124,"0102299921","80","Not yet having any permanent teeth, of a weight of not less than 350 kg but not more than 500 kg","Heb unrhyw ddannedd parhaol eto, sydd â phwysau o ddim llai na 350 kg ond dim mwy na 500 kg"
94125,"0102299929","80","Other","Arall"
94126,"0102299991","10","Other","Arall"
94127,"0102299991","80","Not yet having any permanent teeth, of a weight of not less than 350 kg but not more than 500 kg","Heb unrhyw ddannedd parhaol eto, sydd â phwysau o ddim llai na 350 kg ond dim mwy na 500 kg"
94128,"0102299999","80","Other","Arall"
94054,"0102310000","10","Buffalo","Byfflo"
94051,"0102310000","80","Pure-bred breeding animals","Anifeiliaid bridio pur"
94055,"0102390000","80","Other","Arall"
94129,"0102391000","80","Domestic species","Rhywogaethau domestig"
96165,"0102391010","80","Of a weight exceeding 160 kg","O bwysau sy'n fwy na 160 kg"
96167,"0102391090","80","Other","Arall"
94130,"0102399000","80","Other","Arall"
27638,"0102900000","80","Other","Arall"
94052,"0102902000","80","Pure-bred breeding animals","Anifeiliaid bridio pur"
94131,"0102909100","10","Other","Arall"
94132,"0102909100","80","Domestic species","Rhywogaethau domestig"
96168,"0102909110","80","Of a weight exceeding 160 kg","O bwysau sy'n fwy na 160 kg"
96166,"0102909190","80","Other","Arall"
94133,"0102909900","80","Other","Arall"
27762,"0103000000","80","Live swine","Moch byw"
27763,"0103100000","80","Pure-bred breeding animals","Anifeiliaid bridio pur"
27764,"0103910000","10","Other","Arall"
27765,"0103910000","80","Weighing less than 50 kg","Yn pwyso llai na 50 kg"
27766,"0103911000","80","Domestic species","Rhywogaethau domestig"
27767,"0103919000","80","Other","Arall"
27768,"0103920000","80","Weighing 50 kg or more","Yn pwyso 50 kg neu fwy"
27769,"0103921100","10","Domestic species","Rhywogaethau domestig"
27770,"0103921100","80","Sows having farrowed at least once, of a weight of not less than 160 kg","Hadau sydd wedi gwyro o leiaf unwaith, o bwysau o ddim llai na 160 kg"
27771,"0103921900","80","Other","Arall"
27772,"0103929000","80","Other","Arall"
27773,"0104000000","80","Live sheep and goats","Defaid a geifr byw"
27774,"0104100000","80","Sheep","Defaid"
27775,"0104101000","80","Pure-bred breeding animals","Anifeiliaid bridio pur"
27776,"0104103000","10","Other","Arall"
27777,"0104103000","80","Lambs (up to a year old)","Ŵyn (hyd at flwydd oed)"
27778,"0104108000","80","Other","Arall"
27780,"0104200000","80","Goats","Geifr"
27781,"0104201000","80","Pure-bred breeding animals","Anifeiliaid bridio pur"
27782,"0104209000","80","Other","Arall"
27783,"0105000000","80","Live poultry, that is to say, fowls of the species Gallus domesticus, ducks, geese, turkeys and guinea fowls","Dofednod byw, hynny yw, ffowls y rhywogaeth Gallus domesticus, hwyaid, gwyddau, twrcïod ac adar gini"
27784,"0105110000","10","Weighing not more than 185 g","Yn pwyso dim mwy na 185 g"
27785,"0105110000","80","Fowls of the species Gallus domesticus","Ehediaid y rhywogaeth Gallus domesticus"
27786,"0105111100","10","Grandparent and parent female chicks","Cywion mam-gu a thad-cu a rhiant"
27787,"0105111100","80","Laying stocks","Gosod stociau"
27788,"0105111900","80","Other","Arall"
27789,"0105119100","10","Other","Arall"
27790,"0105119100","80","Laying stocks","Gosod stociau"
27791,"0105119900","80","Other","Arall"
59201,"0105120000","80","Turkeys","Tyrcwn"
94185,"0105130000","80","Ducks","Hwyaid"
94186,"0105140000","80","Geese","Gwyddau"
94187,"0105150000","80","Guinea fowls","Ehediaid gini"
85304,"0105940000","10","Other","Arall"
85305,"0105940000","80","Fowls of the species Gallus domesticus","Ehediaid y rhywogaeth Gallus domesticus"
27797,"0105990000","80","Other","Arall"
27798,"0105991000","80","Ducks","Hwyaid"
27799,"0105992000","80","Geese","Gwyddau"
27800,"0105993000","80","Turkeys","Tyrcwn"
27801,"0105995000","80","Guinea fowls","Ehediaid gini"
27802,"0106000000","80","Other live animals","Anifeiliaid byw eraill"
72769,"0106110000","10","Mammals","Mamaliaid"
72770,"0106110000","80","Primates","Primates"
72771,"0106120000","80","Whales, dolphins and porpoises (mammals of the order Cetacea); manatees and dugongs (mammals of the order Sirenia); seals, sea lions and walruses (mammals of the suborder Pinnipedia)","Morfilod, dolffiniaid a llamhidyddion (mamaliaid o'r urdd Cetacea); manatees a dugongs (mamaliaid o'r urdd Sirenia); morloi, llewod môr a cheffylau bach (mamaliaid yr is-orchymyn Pinnipedia)"
94188,"0106130000","80","Camels and other camelids (Camelidae)","Camelod a chamelod eraill (Camelidae)"
94189,"0106140000","80","Rabbits and hares","Cwningod a ysgyfarnogod"
94190,"0106141000","80","Domestic rabbits","Cwningod domestig"
94191,"0106149000","80","Other","Arall"
72772,"0106190000","80","Other","Arall"
72775,"0106200000","80","Reptiles (including snakes and turtles)","Ymlusgiaid (gan gynnwys nadroedd a chrwbanod)"
72776,"0106310000","10","Birds","Adar"
72777,"0106310000","80","Birds of prey","Adar ysglyfaethus"
72778,"0106320000","80","Psittaciformes (including parrots, parakeets, macaws and cockatoos)","Psittaciformes (gan gynnwys parotiaid, parakeets, macaws a cockatoos)"
94192,"0106330000","80","Ostriches; emus (Dromaius novaehollandiae)","Ostriches; emus (Dromaius novaehollandiae)"
72779,"0106390000","80","Other","Arall"
72780,"0106391000","80","Pigeons","Colomennod"
94193,"0106398000","80","Other","Arall"
94194,"0106410000","10","Insects","Pryfed"
94195,"0106410000","80","Bees","Gwenyn"
94196,"0106490000","80","Other","Arall"
72782,"0106900000","80","Other","Arall"
105936,"0106900010","10","Frogs","Brogaod"
105934,"0106900010","80","Fit for human consumption","Yn addas i'w fwyta gan bobl"
105935,"0106900019","80","Other","Arall"
105933,"0106900090","80","Other","Arall"
27809,"0200000000","80","MEAT AND EDIBLE MEAT OFFAL","SWYDDFA CIG CIG A EDIBLE"
27810,"0201000000","80","Meat of bovine animals, fresh or chilled","Cig o anifeiliaid buchol, ffres neu oer"
27811,"0201100000","80","Carcases and half-carcases","Carcasau a hanner carcasau"
104276,"0201100021","10","High quality beef and veal","Cig eidion a chig llo o ansawdd uchel"
104254,"0201100021","80","Of bison","O bison"
104255,"0201100029","80","Other","Arall"
104272,"0201100092","10","Other","Arall"
104271,"0201100092","20","Carcases of a weight of 180 kg or more but not exceeding 300 kg and half-carcases, of a weight of 90 kg or more but not exceeding 150 kg, with a low degree of ossification of the cartilages (in particular those of the symphysis pubis and the vertebral apophyses), the meat of which is a light pink colour and the fat of which, of extremely fine structure, is white to light yellow in colour","Carcasau o bwysau o 180 kg neu fwy ond heb fod yn fwy na 300 kg a hanner carcasau, sydd â phwysau o 90 kg neu fwy ond heb fod yn fwy na 150 kg, gyda gradd isel o ossification o'r cartilages (yn enwedig rhai'r symphysis pubis a'r apoffisau asgwrn cefn), y mae eu cig yn lliw pinc ysgafn ac y mae ei fraster, o strwythur cain iawn, yn wyn i liw melyn golau"
104260,"0201100092","80","Of bison","O bison"
104262,"0201100094","80","Other","Arall"
104275,"0201100097","10","Other","Arall"
104273,"0201100097","80","Of bison","O bison"
104274,"0201100098","80","Other","Arall"
27824,"0201200000","80","Other cuts with bone in","Toriadau eraill ag asgwrn i mewn"
27835,"0201202000","80","'Compensated' quarters","Chwarteri 'iawndal'"
104282,"0201202021","10","High quality beef and veal","Cig eidion a chig llo o ansawdd uchel"
104280,"0201202021","80","Of bison","O bison"
104281,"0201202029","80","Other","Arall"
104287,"0201202092","10","Other","Arall"
104288,"0201202092","20","Compensated quarters","Chwarteri iawndal"
104289,"0201202092","80","Of bison","O bison"
104290,"0201202094","80","Other","Arall"
104294,"0201202097","10","Other","Arall"
104296,"0201202097","80","Of bison","O bison"
104297,"0201202098","80","Other","Arall"
27849,"0201203000","80","Unseparated or separated forequarters","Pencadlys heb ei wahanu neu ar wahân"
104301,"0201203021","10","High quality beef and veal","Cig eidion a chig llo o ansawdd uchel"
104303,"0201203021","80","Of bison","O bison"
104304,"0201203029","80","Other","Arall"
104362,"0201203092","10","Other","Arall"
104363,"0201203092","20","Separated forequarters of a weight of 45 kg or more but not exceeding 75 kg, with a low degree of ossification of the cartilages (in particular those of the vertebral apophyses), the meat of which is a light pink colour and the fat of which, of extremely fine structure, is white to light yellow in colour","Pencadlys wedi'i wahanu â phwysau o 45 kg neu fwy ond heb fod yn fwy na 75 kg, gyda rhywfaint o ossification o'r cartilag (yn enwedig rhai apoffis yr asgwrn cefn), y mae ei gig yn lliw pinc ysgafn a'i fraster, o strwythur hynod o gain, yn wyn i liw melyn golau"
104364,"0201203092","80","Of bison","O bison"
104365,"0201203094","80","Other","Arall"
104366,"0201203097","10","Other","Arall"
104368,"0201203097","80","Of bison","O bison"
104367,"0201203098","80","Other","Arall"
27863,"0201205000","80","Unseparated or separated hindquarters","Pencadlys heb ei wahanu neu ar wahân"
104434,"0201205021","10","High quality beef and veal","Cig eidion a chig llo o ansawdd uchel"
104435,"0201205021","80","Of bison","O bison"
104436,"0201205029","80","Other","Arall"
104437,"0201205092","10","Other","Arall"
104438,"0201205092","20","Separated hindquarters of a weight of 45 kg or more but not exceeding 75 kg (38 kg or more but not exceeding 68 kg in the case of Pistola cuts)","Pencadlys gwahanedig pwysau o 45 kg neu fwy ond heb fod yn fwy na 75 kg (38 kg neu fwy ond heb fod yn fwy na 68 kg yn achos toriadau Pistola)"
104439,"0201205092","80","Of bison","O bison"
104440,"0201205094","80","Other","Arall"
104441,"0201205097","10","Other","Arall"
104442,"0201205097","80","Of bison","O bison"
104443,"0201205098","80","Other","Arall"
27879,"0201209000","80","Other","Arall"
104445,"0201209011","10","High quality beef and veal","Cig eidion a chig llo o ansawdd uchel"
104446,"0201209011","80","Of bison","O bison"
104448,"0201209015","80","Other","Arall"
104449,"0201209091","10","Other","Arall"
104447,"0201209091","80","Of bison","O bison"
104451,"0201209099","80","Other","Arall"
27882,"0201300000","80","Boneless","Heb asgwrn"
104452,"0201300031","10","High quality","Ansawdd uchel"
104453,"0201300031","80","Of bison","O bison"
104455,"0201300039","80","Other","Arall"
104456,"0201300041","10","Other","Arall"
104459,"0201300041","20","Buffalo meat","Cig byfflo"
104454,"0201300041","80","Of bison","O bison"
104457,"0201300049","80","Other","Arall"
27884,"0201300090","80","Other","Arall"
27885,"0202000000","80","Meat of bovine animals, frozen","Cig o anifeiliaid buchol, wedi'i rewi"
27886,"0202100000","80","Carcases and half-carcases","Carcasau a hanner carcasau"
104293,"0202100011","10","High quality beef and veal","Cig eidion a chig llo o ansawdd uchel"
104291,"0202100011","80","Of bison","O bison"
104292,"0202100015","80","Other","Arall"
104322,"0202100091","10","Other","Arall"
104323,"0202100091","80","Of bison","O bison"
104321,"0202100099","80","Other","Arall"
27889,"0202200000","80","Other cuts with bone in","Toriadau eraill ag asgwrn i mewn"
27890,"0202201000","80","'Compensated' quarters","Chwarteri 'iawndal'"
104324,"0202201011","10","High quality beef and veal","Cig eidion a chig llo o ansawdd uchel"
104325,"0202201011","80","Of bison","O bison"
104327,"0202201015","80","Other","Arall"
104329,"0202201091","10","Other","Arall"
104326,"0202201091","80","Of bison","O bison"
104328,"0202201099","80","Other","Arall"
27893,"0202203000","80","Unseparated or separated forequarters","Pencadlys heb ei wahanu neu ar wahân"
104331,"0202203011","10","High quality beef and veal","Cig eidion a chig llo o ansawdd uchel"
104334,"0202203011","80","Of bison","O bison"
104339,"0202203015","80","Other","Arall"
104340,"0202203081","10","Other","Arall"
104345,"0202203081","20","Intended for processing","Wedi'i fwriadu ar gyfer prosesu"
104346,"0202203081","30","For the manufacture of products falling within subheadings 1602 10, 1602 50 31 or 1602 50 95, not containing meat other than that of animals of the bovine species, with a collagen/protein ratio of no more than 0,45 and containing by weight at least 20% of lean meat (excluding offal and fat) with meat and jelly accounting for at least 85% of the total net weight; the products must be subjected to a heat treatment sufficient to ensure the coagulation of meat proteins in the whole of the product and which therefore shows no traces of a pinkish liquid on the cut surface when the product is cut along a line passing through its thickest part (A-products)","Ar gyfer cynhyrchu cynhyrchion sy'n dod o fewn is-benawdau 1602 10, 1602 50 31 neu 1602 50 95, nad ydynt yn cynnwys cig heblaw cig anifeiliaid y rhywogaeth buchol, gyda chymhareb colagen / protein o ddim mwy na 0,45 ac sy'n cynnwys yn ôl pwysau yn o leiaf 20% o gig heb lawer o fraster (ac eithrio offal a braster) gyda chig a jeli yn cyfrif am o leiaf 85% o gyfanswm y pwysau net; rhaid i'r cynhyrchion gael triniaeth wres sy'n ddigonol i sicrhau ceuliad proteinau cig yn y cynnyrch cyfan ac sydd felly'n dangos dim olion hylif pinc ar yr wyneb wedi'i dorri pan fydd y cynnyrch yn cael ei dorri ar hyd llinell sy'n pasio trwy ei ran fwyaf trwchus (Cynhyrchion A)"
104335,"0202203081","80","Of bison","O bison"
104341,"0202203082","80","Other","Arall"
104347,"0202203083","10","For the manufacture of products other than those falling within subheadings ex 0210 20, 0210 99 51, 0210 99 90, 1602 50 10 and 1602 90 61 (B-products)","Ar gyfer cynhyrchu cynhyrchion heblaw'r rhai sy'n dod o fewn is-benawdau ex 0210 20, 0210 99 51, 0210 99 90, 1602 50 10 a 1602 90 61 (cynhyrchion B)"
104336,"0202203083","80","Of bison","O bison"
104342,"0202203084","80","Other","Arall"
104349,"0202203085","10","Other","Arall"
104337,"0202203085","80","Of bison","O bison"
104343,"0202203086","80","Other","Arall"
104348,"0202203087","10","Other","Arall"
104338,"0202203087","80","Of bison","O bison"
104344,"0202203088","80","Other","Arall"
27898,"0202205000","80","Unseparated or separated hindquarters","Pencadlys heb ei wahanu neu ar wahân"
104356,"0202205011","10","High quality beef and veal","Cig eidion a chig llo o ansawdd uchel"
104357,"0202205011","80","Of bison","O bison"
104358,"0202205015","80","Other","Arall"
104359,"0202205091","10","Other","Arall"
104360,"0202205091","80","Of bison","O bison"
104361,"0202205099","80","Other","Arall"
27901,"0202209000","80","Other","Arall"
104333,"0202209011","10","High quality beef and veal","Cig eidion a chig llo o ansawdd uchel"
104369,"0202209011","80","Of bison","O bison"
104371,"0202209015","80","Other","Arall"
104373,"0202209091","10","Other","Arall"
104370,"0202209091","80","Of bison","O bison"
104372,"0202209099","80","Other","Arall"
27904,"0202300000","80","Boneless","Heb asgwrn"
27905,"0202301000","80","Forequarters, whole or cut into a maximum of five pieces, each quarter being in a single block; 'compensated' quarters in two blocks, one of which contains the forequarter, whole or cut into a maximum of five pieces, and the other, the hindquarter, excluding the tenderloin, in one piece","Pencadlys, cyfan neu wedi'i dorri'n uchafswm o bum darn, gyda phob chwarter mewn un bloc; chwarteri 'digolledu' mewn dau floc, ac mae un ohonynt yn cynnwys y pencadlys, cyfan neu wedi'i dorri'n uchafswm o bum darn, a'r llall, y hindquarter, ac eithrio'r tenderloin, mewn un darn"
104375,"0202301011","10","High quality beef and veal","Cig eidion a chig llo o ansawdd uchel"
104376,"0202301011","80","Of bison","O bison"
104379,"0202301015","80","Other","Arall"
104382,"0202301081","10","Other","Arall"
104383,"0202301081","20","Intended for processing","Wedi'i fwriadu ar gyfer prosesu"
104384,"0202301081","30","For the manufacture of products falling within subheadings 1602 10, 1602 50 31 or 1602 50 95, not containing meat other than that of animals of the bovine species, with a collagen/protein ratio of no more than 0,45 and containing by weight at least 20% of lean meat (excluding offal and fat) with meat and jelly accounting for at least 85% of the total net weight; the products must be subjected to a heat treatment sufficient to ensure the coagulation of meat proteins in the whole of the product and which therefore shows no traces of a pinkish liquid on the cut surface when the product is cut along a line passing through its thickest part (A-products)","Ar gyfer cynhyrchu cynhyrchion sy'n dod o fewn is-benawdau 1602 10, 1602 50 31 neu 1602 50 95, nad ydynt yn cynnwys cig heblaw cig anifeiliaid y rhywogaeth buchol, gyda chymhareb colagen / protein o ddim mwy na 0,45 ac sy'n cynnwys yn ôl pwysau yn o leiaf 20% o gig heb lawer o fraster (ac eithrio offal a braster) gyda chig a jeli yn cyfrif am o leiaf 85% o gyfanswm y pwysau net; rhaid i'r cynhyrchion gael triniaeth wres sy'n ddigonol i sicrhau ceuliad proteinau cig yn y cynnyrch cyfan ac sydd felly'n dangos dim olion hylif pinc ar yr wyneb wedi'i dorri pan fydd y cynnyrch yn cael ei dorri ar hyd llinell sy'n pasio trwy ei ran fwyaf trwchus (Cynhyrchion A)"
104387,"0202301081","80","Of bison","O bison"
104390,"0202301082","80","Other","Arall"
104385,"0202301083","10","For the manufacture of products other than those falling within subheadings ex 0210 20, 0210 99 51, 0210 99 90, 1602 50 10 and 1602 90 61 (B-products)","Ar gyfer cynhyrchu cynhyrchion heblaw'r rhai sy'n dod o fewn is-benawdau ex 0210 20, 0210 99 51, 0210 99 90, 1602 50 10 a 1602 90 61 (cynhyrchion B)"
104388,"0202301083","80","Of bison","O bison"
104391,"0202301084","80","Other","Arall"
104408,"0202301085","10","Other","Arall"
104409,"0202301085","80","Of bison","O bison"
104410,"0202301086","80","Other","Arall"
104386,"0202301087","10","Other","Arall"
104389,"0202301087","80","Of bison","O bison"
104392,"0202301088","80","Other","Arall"
27910,"0202305000","80","Crop, chuck-and-blade and brisket cuts","Toriadau cnydau, chuck-a-blade a brisket"
104393,"0202305011","10","High quality beef and veal","Cig eidion a chig llo o ansawdd uchel"
104394,"0202305011","80","Of bison","O bison"
104395,"0202305015","80","Other","Arall"
104396,"0202305081","10","Other","Arall"
104397,"0202305081","20","Intended for processing","Wedi'i fwriadu ar gyfer prosesu"
104398,"0202305081","30","For the manufacture of products falling within subheadings 1602 10, 1602 50 31 or 1602 50 95, not containing meat other than that of animals of the bovine species, with a collagen/protein ratio of no more than 0,45 and containing by weight at least 20% of lean meat (excluding offal and fat) with meat and jelly accounting for at least 85% of the total net weight; the products must be subjected to a heat treatment sufficient to ensure the coagulation of meat proteins in the whole of the product and which therefore shows no traces of a pinkish liquid on the cut surface when the product is cut along a line passing through its thickest part (A-products)","Ar gyfer cynhyrchu cynhyrchion sy'n dod o fewn is-benawdau 1602 10, 1602 50 31 neu 1602 50 95, nad ydynt yn cynnwys cig heblaw cig anifeiliaid y rhywogaeth buchol, gyda chymhareb colagen / protein o ddim mwy na 0,45 ac sy'n cynnwys yn ôl pwysau yn o leiaf 20% o gig heb lawer o fraster (ac eithrio offal a braster) gyda chig a jeli yn cyfrif am o leiaf 85% o gyfanswm y pwysau net; rhaid i'r cynhyrchion gael triniaeth wres sy'n ddigonol i sicrhau ceuliad proteinau cig yn y cynnyrch cyfan ac sydd felly'n dangos dim olion hylif pinc ar yr wyneb wedi'i dorri pan fydd y cynnyrch yn cael ei dorri ar hyd llinell sy'n pasio trwy ei ran fwyaf trwchus (Cynhyrchion A)"
104399,"0202305081","80","Of bison","O bison"
104402,"0202305082","80","Other","Arall"
104405,"0202305083","10","For the manufacture of products other than those falling within subheadings ex 0210 20, 0210 99 51, 0210 99 90, 1602 50 10 and 1602 90 61 (B-products)","Ar gyfer cynhyrchu cynhyrchion heblaw'r rhai sy'n dod o fewn is-benawdau ex 0210 20, 0210 99 51, 0210 99 90, 1602 50 10 a 1602 90 61 (cynhyrchion B)"
104400,"0202305083","80","Of bison","O bison"
104403,"0202305084","80","Other","Arall"
104411,"0202305085","10","Other","Arall"
104412,"0202305085","80","Of bison","O bison"
104413,"0202305086","80","Other","Arall"
104406,"0202305087","10","Other","Arall"
104401,"0202305087","80","Of bison","O bison"
104404,"0202305088","80","Other","Arall"
27915,"0202309000","80","Other","Arall"
104419,"0202309011","10","High quality","Ansawdd uchel"
104414,"0202309011","80","Of bison","O bison"
104421,"0202309015","80","Other","Arall"
104422,"0202309041","10","Other","Arall"
104429,"0202309041","20","Buffalo meat","Cig byfflo"
104428,"0202309041","30","Intended for processing","Wedi'i fwriadu ar gyfer prosesu"
104430,"0202309041","40","For the manufacture of products falling within subheadings 1602 10, 1602 50 31 or 1602 50 95, not containing meat other than that of animals of the bovine species, with a collagen/protein ratio of no more than 0,45 and containing by weight at least 20% of lean meat (excluding offal and fat) with meat and jelly accounting for at least 85% of the total net weight; the products must be subjected to a heat treatment sufficient to ensure the coagulation of meat proteins in the whole of the product and which therefore shows no traces of a pinkish liquid on the cut surface when the product is cut along a line passing through its thickest part (A-products)","Ar gyfer cynhyrchu cynhyrchion sy'n dod o fewn is-benawdau 1602 10, 1602 50 31 neu 1602 50 95, nad ydynt yn cynnwys cig heblaw cig anifeiliaid y rhywogaeth buchol, gyda chymhareb colagen / protein o ddim mwy na 0,45 ac sy'n cynnwys yn ôl pwysau yn o leiaf 20% o gig heb lawer o fraster (ac eithrio offal a braster) gyda chig a jeli yn cyfrif am o leiaf 85% o gyfanswm y pwysau net; rhaid i'r cynhyrchion gael triniaeth wres sy'n ddigonol i sicrhau ceuliad proteinau cig yn y cynnyrch cyfan ac sydd felly'n dangos dim olion hylif pinc ar yr wyneb wedi'i dorri pan fydd y cynnyrch yn cael ei dorri ar hyd llinell sy'n pasio trwy ei ran fwyaf trwchus (Cynhyrchion A)"
104415,"0202309041","80","Of bison","O bison"
104423,"0202309042","80","Other","Arall"
